,date,employeeType,position,work_location,Location,summary,pro,con,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,reviewLink
322,3-Jul-19,Former Employee,Field Expert,"Jessup, MD",N,"""WHEW! Please avoid!""","-Guaranteed 40H/W+OT paycheck 
-Company Phone and uniforms
-Health Insurance, PTO, Vacation time","-Lack of Transparency
-High risk neighborhoods
-10+ hours on the road
-No work/life balance
-Unrealistic sales expectations
-High employee and MGMT turn over
-Poor training
-Now owned by AT&T
-Zero support

My time at Enjoy was a whirlwind of changes, while the promise of a 40 hour work week in 4 days, setting my own schedule and the freedom to be outside of a retail environment were so appealing, I quickly burned out with the logistical, operational and overall company issues at Enjoy.

While the partnerships with different vendors seem cool, you will barely get any training outside of AT&T's rigorous and faulty software, this is due to their contract going into effect the 2nd Q which is forcing MGMT to push sales on employees, though upon accepting their offer it was never clear that this would be a high pressure sales job with unrealistic margins.

Furthermore, while I did enjoy (lol) working with a lot of my team mates, the same cannot be said for MGMT. Upwards mobility is only guaranteed to those that are selling on market or who have a personal relationship with management, often times we saw people who were charismatic, embodied the essence of Enjoy and excelled at their role, overlooked for higher paid positions due to favoritism from managers, which is a shame. The work day is grueling, from no lunch break, though its a self made schedule you will virtually be left without time for taking care of yourself due to the distance between visits, errors during visit due to OPUS crashing and of course the anxiety and worry of trying to meet the metrics by which your job relies on. Corporate is aware of the issues that go on in each market, but reluctant to make changes that favor their team, as previously stated because of AT&T's heavy pockets weighing in operations.

Frankly, it's so sad to see the vision this company began with be flushed due to Ron's inability to pace growth and of course stop being so greedy. 

I would advice that you look for an offer elsewhere, the hiring process isn't hard and onboarding is tedious and repetitive, but if you've never traveled anywhere this may seem like a cute thing for you. The benefits or cons do not offset the fact that you're constantly stressed, pressured to sell things that customers do NOT want or need, pressured to push add-a-lines and devices people don't want. On top of that, there is no support when things happen to you in these strangers' homes. Get bitten by a dog? Too bad, get assaulted? Too bad, it's so crummy how unethical managers and ""support"" are but when it comes down to it, you're really out there on your own with a car full of expensive tech gadgets doing into the ghettos of the dmv, overlooking fraudulent transactions because you're in need of the sales.",1,1,1,3,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW27779919.htm
323,22-Jan-19,,None,None,,"""SO DISORGANIZED""","Recruiter was nice... Seemed flustered, but very nice.","Applied about two months ago. Two weeks later a phone interview was set with a recruiter. Was told to stand by for a follow up interview after said phone interview. Cut to 3 weeks later and a few emails wondering about the follow up date... Video interview via ZOOM is set up. Only to get pushed back another week and a half an hour before. Finally have the video interview, and was told they'd be in contact with me in less than two days... Cut to another week and a half later... Radio silence. Maybe I should have cut my losses there, but i emailed the recruiter to see how I could get in touch with the gentleman who interviewed me on ZOOM. The next day I get a phone call from the recruiter (who again was the only pleasant person I interacted with), only to tell me he wasn't interested in hiring me, and forgot to let me know.",1,None,1,3,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24333468.htm
324,14-Jul-19,Former Employee,Expert,"Brooklyn, NY",N,"""Do not believe their pretty words. It's all a lie""",The people you work with.,Everything else! Management. The 10+ hour day.,1,2,1,1,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW27989977.htm
325,1-Aug-19,Current Employee,Field Expert,"Seattle, WA",W,"""Mixed bag""","Flexibility 
Easy
Positive 
Company car
Benefits","Sales
Corporate distrust
Culture isn’t real
Fakeness
Unrealistic numbers",2,3,1,4,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW28387874.htm
326,5-Feb-19,Current Employee,Recruiter,"Menlo Park, CA",W,"""Incredible place to work, Fast pace, High volume""","-The PEOPLE that make up Enjoy are the #1 reason why it is the most awesome place to work.
-If you thrive in a fast pace & high volume environment where you can put Kindness first then this is the place for you
-No 2 days will be the same
-Work-Life balance, great benefits, competitive compensation","Conflicting priorities 
Growing at the speed of light, which is not a bad thing :)",5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24552763.htm
327,24-Jun-19,Former Employee,Expert,"Nashville, TN",SE,"""So many cons""","They do go out of their way to hire good people. I got along with most of my co-workers and had little complaints. The training was fun and they expense a lot, but it was very long. Most of your day will consist of listening to music or podcast because of the long drive times. The amount of money you will make in overtime is nice.","There were so many. I am not someone that writes reviews but I had such a bad experience I felt like I had to share. They target people who have customer service and retail experience by saying it’s not a sales job, all you have to do is help people, and it’s a “startup” so there are opportunities to grow. None of this is true. 
When you are hired they fly you out of state for onboarding (I think just for new markets). Onboarding is just an entire month of ice breakers with co-works you will barely ever see because of scheduling and the fact that your alone in a car all day. As well as PowerPoints about products, company policies, and the AT&T system that you will have to use every day. The training on what you will be doing every day is next to none. You will barely get to use the AT&T system you have to use to do your job. This thing will crash at least once a week and you can’t give someone the phone they already ordered while you are in their home if that happens. And they don’t tell you how to go about that in onboarding.
Once training is done you’re on your own. You have to meet high sales goal expectations with no training on how to do so. If you don’t meet your goals you are put in a probation month. If you make it past that you're given another two weeks to get an add a line and significantly increase your overall sale (that’s as far as I got before I happily accepted a different job). If you can’t do that you are let go. 
They say you will have free time in your day, but that’s another lie. It’s a ten plus hour day of nonstop work. There were many days I skipped lunch because I had way too much to do and 10 hours wasn’t even enuff to complete it. The drive times are insane and not realistic. You will have “visits” two hours away from each other and still be expected to complete them in a three-hour time block. And after you have clocked out you have to wake up and do it all again the next day. Having three days off a week is nice, but it is only to make up for the fact that your days are so long that if you only had two days off a week you would be exhausted. If you enjoy doing anything after work like happy hour, going to games, the gym or any other activity you won't be able to do it. There is no work-life balance. 
I could say so much more. Such as the safety concerns of going into strangers houses, or almost no zip code restrictions to prevent you from ending up in a high crime area. Or the fact that hardly any of the customers want you there, or are unaware that you will be coming into their home trying to sell them items that they probably already got on Amazon. Something could also be said about the fake positive attitude you will be expected to have at all times, and turn a blind eye when something that you don’t agree with happens within the company. But I am sure you can read through more negative reviews to find out more about all of that.",1,1,1,2,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW27580846.htm
328,27-Apr-19,Former Employee,Field Expert,None,,"""Misleading Job Description""","Just the people (Co-workers)
Flexible Schedule
The ping pong table","It's a misleading Job since even when you do the training they try to make sure you are buying the idea of helping people with technology, explain how it works and having an amazing relationship. Unfortunately when you go out solo for the first time you find out that you basically work for AT&T without benefits or commission and no realistic sales goals or transparency. Higher sales people not people that care about their customer.
Some people live in really bad neighborhoods and you are still expected to take the product to the customer.",1,4,2,1,3,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW25872611.htm
329,13-Jun-19,Former Employee,Expert,None,,"""Runaway Train  Approaching a Sharp Turn""","-There are some really great people here doing everything they can for the company
-4 / 10 hour days 
-Sonos is great
-Comfy uniforms","-Sitting in the car/traffic for 5-6 hours a day
-Unreasonable expectations developed by people who have never been an expert OR ever ridden along in the car with an Expert to see how the day to day is
-Expanded much too quickly to appease ATT instead of fixing the glaring flaws of the role to make sure Experts were set up for success
-Most management is extremely inexperienced and disconnected from their market. Adding on to above point, Field Leaders never ride along to see what is happening in their own markets to address struggles of the role.
-Hitched horse to the wrong wagon in ATT. Sending Experts out on the front lines to correct and remedy numerous lies and falsehoods in orders for people who were not expecting to be adding lines. ATT reps would constantly place these orders to hit their quotas. Usually taking advantage of older people and people with language barriers. 
-Always adding new solutions and sales metrics to again, appease ATT, which all takes time in a visit, without ever accounting for this time and changing the visit duration over the past 1.5 years.
-Visits dropped in throughout the day can be up to an hour and twenty-five minutes away from your current visit that you are in, in the same two-hour window. Do the math. This was a completely normal occurrence.
-Growth opportunities are non-existent unless you want to follow ONE path. That path would be to manage the market you are in and try to put a positive spin on the Expert role without any positive improvements to the role.  
-Metrics are fine, the company needs to grow and be profitable. I always understood that. Make the metrics obtainable and if the entire company is much below the metric, DO NOT raise the target the next quarter.  Reassess how you're measuring the target and set it accordingly so that it is achievable.
-Recently there have been very questionable performance plans developed with ZERO clarity to the Experts on these plans on what improvement looks like. Transparency is a must.
-Feedback given from consistently top performing experts about how to improve the role is met with objection and defensiveness from market managers. Horrible way for leadership to act in a company that values Growth Mindset
-Numerous errors when processing an order. Yes, the internal Enjoy support team is fantastic but the amount of time it takes to fix the error and figure out the workaround takes more time and puts you even more behind than you already were to the scheduling program.
-Visit scheduling system is atrocious and daily makes for unrealistic drive times. Often to make visits, you needed to drive through your ""lunch"" to get ahead. Can drop visits in that will begin at 7PM up to a few miles from your Warehouse. If you ever come back late (after 8PM) you will be reprimanded.... So either miss a visit that should have never dropped into your schedule in the first place and have it count against one or your metrics OR come back late to the Office and be hassled for coming back after 8PM. Too many Catch 22s!
-It had gotten a bit better but the order flow through ATT website is extremely lacking in giving customers the information needed for a successful experience.  Still far too often they have no idea who Enjoy is or that they need to be present.
-Hold Experts to meeting their metrics even though the metrics are constantly inaccurate due to errors when tracking achievements.",1,2,2,2,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW27284980.htm
330,19-Jan-19,,None,None,,"""The Bait and Switch""","I really like the community that Enjoy brings to the work place. You have the ability to talk to anyone anytime, from someone brand new all the way to the CEO.","Wow. It’s hard to imagine a company doing a complete 180. When I got hired, the goal was simple; Bring the experience back to the customer. We were encouraged to sit down and have a conversation with the people we helped. Now, it’s all about sell, sell, sell. We are told numerous things from different people, about how it is not going to become a pure sales job, but sadly, that is all it is. We are pushed to sell and up sell everyone we go. It went from making connections to making sales and making numbers.",1,None,2,2,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24291085.htm
331,15-Jun-19,Former Employee,Technical Expert,"Tukwila, WA",MW,"""Chaotic, Lacks Planning, Does not value field employees""","Depending on the market, the teams and managers can be awesome. 

Get to learn a lot about technology. 

A very independent job. 

Great heath benefits.","They are still trying to figure everything out and treat their field employees like guinea pigs, rather than planning new policies and changes with their employees best interests in mind. 

They claim that “The Clay is still wet”, but they will not listen to feedback from their field employees. They actually tend to do the opposite. 

Their fleet vehicles are dangerous. They’ve smoked before because of lack of maintenance. Also, all their bins and inventory is barely anchored in the backseat. If you get in a wreck, it will be the inventory that kills/hurts you. 

They advertise the field positions as amazing career opportunities, and put up a big show by flying you to a cool place for on on-boarding; but then after the first couple weeks, you are no longer value you. They are okay just firing people now who don’t meet their unrealistic standards. 

I have worked in sales for many years, and frankly, their metrics are quite unrealistic to maintain with the tools the employees are given, or should I say, lack of tools. 

On my exit interview, I was interview by someone who had only been there a few days. Completely unprofessional and I did not feel valued at all. 

An overall negative experience. I would not recommend working here.",1,2,1,4,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW27422048.htm
332,9-Dec-18,Current Employee,Anonymous Employee,None,,"""Best company I’ve ever worked for...""","Culture of kindness.  EVERYONE at Enjoy is kind and I have yet come across a jerk.  
Smart people.  There are many, many smart people who work here.
Winning Together.  Enjoy values teamwork....a lot.  I witness this all the time
CEO. Ron is incredibly positive and is very kind.","Trying to do too much.  There are times when the company is trying to do too much and not prioritizing properly.
Overly optimisitic at times.  Ron is very optimistic as a leader and can sometimes be Pollyanna.",5,5,5,4,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23762753.htm
333,1-May-19,Former Employee,Anonymous Employee,None,,"""Fun company, asks much of the field employees""",coworkers are awesome - diverse background and fun to work with.,corporate constantly changing what they want from the field roles - difficult to get get an any one thing.,3,3,3,3,3,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW25940209.htm
334,26-Feb-19,Current Employee,Expert,None,,"""Great company, bad role""","Great work environment, great people,","low pay for the amount of driving. And i mean LOTS! driving 6-8 hours a day. Non-commission based but  involves lots of selling, Although moving towards a commission structure with certain product offerings.",5,5,5,3,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24894583.htm
335,12-Dec-18,Current Employee,Fulfillment Lead,"Cincinnati, OH",MW,"""Enjoy Fulfillment""","- Good/flexible hours.
- competitive pay.
- Room for advancement.
- paid days OFF for holidays.
- they fly you out for orientation and pay for flight, lodging, and food.
- Incredible work environment!! A hostile work environment was the normal at my old job, the atmosphere here is great.",- They do not match the 401K plan. Hopefully that changes as the company grows. Right now that is my biggest and only real complaint.,5,5,5,4,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23800727.htm
336,8-Oct-19,Former Employee,Planner,"Menlo Park, CA",W,"""Great people....everything else NOT good""",Ron Johnson is a great guy and all the people there are great,"NO strategy, lack of standard processes, no onboarding, huge gaps in pay for the same title/jobs",1,1,5,2,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW29690317.htm
337,15-Jan-19,Current Employee,Field Captain,"Seattle, WA",W,"""Awesome people and a great atmosphere""","Fun, exciting, hands off, company growth, and you are apart of a team that is creating something new.","Alot of moving parts, always changing environment, sometimes it's hard to focus on one priority at a time.",5,5,5,3,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24228374.htm
338,18-Sep-18,Current Employee,Fulfillment Lead,None,,"""Awesome Company!!!""",you control the whole warehouse so the recollection of information is easier than following up with multiple sources to fixing issues. The company's vision of bringing joy into peoples lives through the use of their tech is a brilliant idea/goal. Tech can be frustrating but i see on a daily basis how having someone there to help you and guide you in learning your devices is a HUGE relief.,"with it being a start up company some ""mistakes"" are projected to be in abundance and starting out alone with a weeks worth of training can be intimidating at first.  The training is awesome its just so much in a short period of time.",5,5,5,4,4,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22544242.htm
339,17-Apr-19,,None,None,,"""Company lacks transparency. This is a sales job with unreasonable expectations.""","4 day work week. 
On slow days you may finish early.","-Most often long days. 10-12 hour days. 
-The driving is exhausting, hundreds of miles a day. 
-Make no mistake about it, this is a sales job with small bonuses if you sell additional lines of service for AT&T. -Managers really don’t care about relationships made with the customers. They are focused 100% about sales.
-Unreasonable sales goals and they are only going up. 
-little room for growth.",1,None,5,4,4,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW25733463.htm
340,12-Oct-18,Current Employee,Full Stack Software Engineer,"Menlo Park, CA",W,"""Friendliest company in Menlo Park""","Biggest pro is the people. Everyone is a pleasure to work with. There's a special kind of energy that every employee exudes here and it shows in the work that people do and how people interact and collaborate. Speaking for the engineering team specifically, there's a ton of flexibility in terms of when and how you work. Our tools and workflows are smooth and constantly improving.",Many teams are short-staffed. Lots of work to go around due to rapid expansion of the business but not enough people to do it all.,5,5,5,4,4,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22931383.htm
341,27-Dec-18,Current Employee,Anonymous Employee,None,,"""Miami expert""","Four day work weeks. Great team environment, management is OK.","Lots of driving, sometimes drive times can be a little low. Which then makes the expert unhappy because they would sometimes drop 10 visits on you and one day & sometimes you wouldn’t have time to get to all of them",5,5,4,5,4,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23970596.htm
342,25-May-19,Current Employee,Expert,"Atlanta, GA",SE,"""👍""",Good hours great pay everything,None that I can think of,5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW26312438.htm
343,11-Dec-18,Current Employee,Expert,"Burlingame, CA",W,"""Great place to work""","Actually a people first company, which is hard to find! Great benefits and stock options. Everyone is very helpful and kind. Enjoy has a great company ethos and is a great environment to work in.","The days can be long, but having three days off makes it worth it!",5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23789912.htm
344,14-Jan-19,Current Employee,Anonymous Employee,None,,"""Not exactly what i was told but it's the best job i ever got.""","Great work life balance.
Benefits.
Supplied a lot of things.
Great coworkers.","Expected more focus on service but at the end you are still a sales person.
Rude customers.
Long drives.
Messy system from one of the partners.",3,5,4,5,3,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24206106.htm
345,13-May-19,Current Employee,Expert,None,,"""Amazing Job""",Flexible Schedules and lots of freedom,Long hours but its bearable with only 4 work days,5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW26125866.htm
346,8-Oct-18,Current Employee,Field Expert,"Cleveland, OH",MW,"""Still getting to work with people with a different approach.""","It’s been a great place since day 1 of training we have constantly been learning new things , testing out new ideas , roll out of new devices and ways to see others enjoy receiving our service. Excited to see how this company will grow and expand.","Some hiccups along the way but nothing to worry of. Everyone is more than willing to help , teach and inform if need be 👍🏽👍🏽",5,5,5,4,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22855119.htm
347,8-Oct-18,Current Employee,Technology Expert,None,,"""Great start up company with awesome career growth opportunities!!""","- Work/Life Balance 
- Awesome Benefits
- Company Car & Company Phone
- Relaxed environment 
- Only four day work week
- Travel opportunities 
- Growth Opportunities","10 hour shifts ( which isn’t bad but it does take some adjusting) 
Some days can be challenging with it being a start up company things are forever changing. 
Pay could be a little better or some type of bonus structure.",4,5,5,4,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22857063.htm
348,30-Jan-19,Former Employee,Anonymous Employee,None,,"""Nice people, insincere management""","Flexible work schedule
Easy work","Management is insincere and interactions feel forced. They are not straightforward about hierarchy style. Frequent changes to operations are annoying but expected from a start up
Company, however the impersonal and inconsiderate higher ups were a surprise considering most start ups serve their employees well. Difficult to move up.",3,None,5,4,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24465012.htm
349,27-Feb-19,Former Employee,Anonymous Employee,None,,"""Everyone's Disposable""","Great C-Level Team, great benefits, can create genuine relationships","Lack of transparency from leaders
You're disposable if you don't meet every single goal
Lack of development and growth training 
Gender wage gap
Long days
No sick pay
Upper Leadership doesn't care about Experts or Captains, only improving sales
Invested a lot of time into my role, and was just thrown away
They terminate over video chat, and not in person respectfully",2,2,4,1,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24911557.htm
350,17-Feb-19,,None,None,,"""Great idea, needs work""","-Snacks
-Insurance
-Paid travel/expenses for on-boarding
-Company phone
-4 day work week, 3 days off
-Hardly see colleagues 
-CEO will reach out to you sometimes
-Not a bad job, I might have been happier in a different market","-Have to meet increasing sales metrics for job security and no compensation. Voice Add a Line gets you $40 (taxable) and you get it deducted if the customer cancels the service in 6 months if less.
-Dangerous job. Going into stranger’s houses is a recipe for disaster. Customers aren’t background checked and can have fraudulent identity. I’ve been in several very unsafe situations. No beneficial safety training or protection.
-Work overtime almost everyday. It’s already a 10hr shift so when you work 11 or 12 hrs and have to come in the next day, you’re drained. Encouraged to go overtime by higher up so we could have 100% completion cause our personal lives don’t matter to this person.
-Customers are not really the priority. You’ll be scolded for spending too much time with customers unless a big sale or AAL is in the play. Some customers truly need more than 30 minutes to get their needs met. Higher up doesn’t understand connecting with customers on ride alongs. They are met with a fake “that’s great!” and he rushes to segway into up-selling.
-NPS scores are taken too seriously. Some customers will leave you bad scores for things that aren’t your fault. 
-Job culture feels cult-esque (in my market at least). All Markets wide we are constantly reiterated these mantras “winning together”, “Enjoyer obsessed”, “Growth Mindset” and so on. it feels like our differences aren’t celebrated and we’re supposed to be homogenous, unnaturally upbeat sales people. I’m sure they’re just base ideals, but in my market we take it too serious.
-Huddles are generally not beneficial. Good idea but executed poorly. We talk about the same things over and over and they run too long. Often times we will run late to our first Enjoyers cause of this; which snowballs into us getting to everyone late or not getting to all Enjoyers. And guess who questions us for it? You got it.",2,None,4,1,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24738611.htm
351,28-Feb-19,Current Employee,Field Expert,None,,"""Great Company""","Listens and acts on employee feedback, you get to be your own boss on the road, great culture to work in, three days off a week","Fast paced, light sales pushing, long days",4,4,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24930939.htm
352,8-Oct-18,Current Employee,Expert,"Denver, CO",W,"""Awesome job""","Great camaraderie, although as an expert you fly solo you’re never alone as any member of Enjoy is always eager to offer assistance if they can.  Starting pay not bad, freedom to create your own schedule,  during your route and in selecting days off.","Not many, can get tedious with schedule being updated and visits added during the day but the key is to not overwhelm yourself, and ensure customer satisfaction is priority. Benefits were slightly confusing.",5,4,5,3,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22856195.htm
353,28-Jan-19,Current Employee,Leadership,"San Francisco, CA",W,"""Great company""",The people are wonderful. Changing the entire landscape of retail.,"Pay for Employees could be better, but it is understandable given the company is growing from a start-up. Also, communication can be sporadic and blemished with inaccuracy.",5,5,5,4,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24424725.htm
354,8-Oct-18,Current Employee,Field Expert,"Addison, TX",MW,"""Field Expert""","Enjoy is a very rewarding and fulfilling company. I’ve been here almost a month and a half and have experienced nothing but kindness, support and feeling of belonging. All feedback is heard and taken into consideration. Highly highly positive environment with amazing training, benefits, 401k, PTO, and major holidays off. A plus is the 4 days on, 3 days off schedule that you make yourself!",The only con I see is that I didn’t apply sooner.,5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22851581.htm
355,6-Jan-19,Current Employee,Technical Expert,"London, England, England",UK,"""Expert""",Nice mind set and value,As most companies they are not easy to give you  pay rise but they recanise you for the good job or succeed in some projects but words after a few times are not enough any more.,5,5,5,4,4,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24076552.htm
356,26-Nov-18,Current Employee,Anonymous Employee,"London, England, England",UK,"""Best company I have worked for""","The friendliest, coolest, most dedicated and most passionate team I have ever worked with. Company values are taken really seriously by senior management. It is a pleasure every day.

The CEO is a super star.",It seems I have to write at least five words here (mandatory field). so... there you go.,5,4,5,4,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23571308.htm
357,20-Jan-19,Current Employee,Customer Experience Expert,"Berkeley, CA",W,"""AMAZING""","People over Profit place to work. Stock options. On boarding. Co-workers, Hours, Pay","New company so still working out the processes. However, open door policy from the top down.",5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24292846.htm
358,9-Jun-17,Current Employee,Expert,"Dallas, TX",W,"""Best Tech, Best People""","•The people who work here are the BEST. They are intelligent, fun, professional, and just really cool
•Work/life balance was something previous companies have talked about, but this is one of the first times I've actually felt a true work/life balance. My relationships at work are strong, and my relationships in life are better than ever because I have the time to dedicate to them.
•Non-Corporate. This place gives you freedom to create learning opportunities and workshops, jump on and help other departments and have close ties with people at HQ, create new platforms of communication- some guys created a podcast for all the employees to communicate news and updates. Lots of flexibility, and most of the time the only boundry set is the one you give yourself.
•Lots of great support. If you have problems on the field, there are people all across the country willing to help you out.
•You basically just get to play with toys all day with customers. Like, for real. It's pretty easy if you're good with people and a lot of fun.","•Lots of changes happen, so make sure you're adaptable.
•You can be in the car for long periods at a time, so make sure you have a good playlist or podcast to listen to. 
•There may be days where you don't see anyone on your team because you're so mobile. So it takes a lot of effort to still stay connected with your team.",5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW15411396.htm
359,15-Jan-19,Current Employee,Expert,None,,"""Best job ever""",Great culture with kind people.,Not enough training with partner software programs,5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24228335.htm
360,11-Dec-18,Current Employee,Expert,"San Francisco, CA",W,"""Freedom!!!!""",Able to pick my own schedule! Great team with best work environment I’ve ever had!,AT&T needs to be more transparent to who we are to their customers.,5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23794661.htm
361,13-Dec-18,Current Employee,Expert,"Minneapolis, MN",E,"""Expert""","Company really does follow and live it’s values, both for employees and their customers. They also are great at taking feedback, which is a plus for a new company.","New company, so there are some growing pains, but their follow up is excellent.",4,5,5,4,4,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23817630.htm
362,6-Sep-18,Current Employee,Anonymous Employee,None,,"""Field Captain""",First and foremost the culture is amazing. Leadership at all levels have been some of the greatest I have met in my career. The flexibility of the company is fantastic.,"It is still in the startup phase. If you are a cookie cutter leader that wants everything to fit nicely on a box, this company isn’t for you.",5,4,5,4,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22356545.htm
363,8-Oct-18,Current Employee,Fulfillment Lead,"Las Vegas, NV",W,"""Fulfillment Lead""","Competitive pay, Great hours, Growth for career, Positive atmosphere, Enjoy appreciates every worker, major holidays off, great benefits, feed back is encouraged to be given to everyone all the way from the CEO to your associates","It's still a job, they wont pay me to stay home and watch T.V.",5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22853720.htm
